"mc" "DomainDisinhibition" "Distractivility"
"38" 0.658727134146341 0.457671957671958 0.444444444444444
"39" 0.652679684254258 1.23809523809524 2
"40" 0.591491596638655 0.325396825396825 0
"41" 0.576827242524917 1.05291005291005 1.44444444444444
"42" 0.606002554278416 0.534391534391534 0.555555555555556
"43" 0.600498657460683 0.224867724867725 0.222222222222222
"44" 0.730470268169452 1.6957671957672 2.77777777777778
"45" 0.528434684684685 0.457671957671958 0.111111111111111
"46" 0.529602675059009 1.25132275132275 1.44444444444444
"47" 0.666911764705882 1.18518518518519 2.22222222222222
"48" 0.521315586419753 0.552910052910053 0.444444444444444
"49" 0.635205097570689 1.47354497354497 1.77777777777778
"50" 0.635119047619048 0.335978835978836 0.555555555555556
"51" 0.521191910499139 0.814814814814815 1.44444444444444
"52" 0.749428353658537 0.531746031746032 0.333333333333333
"53" 0.57433829611249 0.716931216931217 1.22222222222222
"54" 0.5404296875 0.962962962962963 1.55555555555556
"55" 0.549923780487805 0.648148148148148 0.777777777777778
"56" 0.625614250614251 0.973544973544974 1.11111111111111
"57" 0.59796277665996 0.664021164021164 1.11111111111111
"58" 0.618189102564103 0.0555555555555556 0
"59" 0.692697768762678 0.788359788359788 1.22222222222222
"60" 0.693809721645201 0.968253968253968 2
"61" 0.713051470588235 0.298941798941799 0.444444444444444
"62" 0.64771034996277 0.706349206349206 0.666666666666667
"63" 0.70793518903199 0.764550264550265 1.22222222222222
"64" 0.596553156146179 0.373015873015873 0.333333333333333
"65" 0.60446247464503 1.35185185185185 2.22222222222222
"66" 0.680640243902439 1.01322751322751 2.11111111111111
"67" 0.659248672927726 0.121693121693122 0.222222222222222
"68" 0.615821256038647 0.206349206349206 0
"69" 0.55810108644308 1.16666666666667 2
"70" 0.645100796999531 1.32275132275132 1.11111111111111
"71" 0.586653015636634 1.5978835978836 2.88888888888889
"72" 0.656066176470588 1.21957671957672 2.11111111111111
"73" 0.579916225749559 0.854497354497355 1.44444444444444
"74" 0.523550724637681 0.417989417989418 0.444444444444444
"75" 0.525750111957008 1.01587301587302 1.33333333333333
"76" 0.579185956790123 0.846560846560847 1.44444444444444
"77" 0.54830053667263 1.41005291005291 1.44444444444444
"78" 0.593629807692308 0.962962962962963 1.22222222222222
"79" 0.600127551020408 1.13492063492063 1
"80" 0.659995719178082 1.6984126984127 2.33333333333333
"81" 0.652636054421769 1.28571428571429 1.33333333333333
"82" 0.698708576998051 1.0978835978836 1.88888888888889
"83" 0.748369773686229 0.515873015873016 0.666666666666667
"84" 0.609722222222222 0.706349206349206 1.66666666666667
"85" 0.612710084033613 0.687830687830688 0.444444444444444
"86" 0.56796875 0.912698412698413 1
"87" 0.625686813186813 0.251322751322751 0.111111111111111
"88" 0.647918418839361 1.51851851851852 2.22222222222222
"89" 0.614478114478115 1.64550264550265 2.55555555555556
"90" 0.626718869365928 1.19312169312169 2.55555555555556
"91" 0.631238095238095 1.6005291005291 1.77777777777778
"92" 0.621370967741935 0.325396825396825 0.666666666666667
"93" 0.519887955182073 1.0026455026455 1.55555555555556
"94" 0.626666666666667 0.314814814814815 0.777777777777778
"95" 0.627439267224214 0.970899470899471 1.55555555555556
"96" 0.606085192697769 1.51587301587302 1.66666666666667
"97" 0.527363184079602 0.986772486772487 2.22222222222222
"98" 0.552358012170385 0.835978835978836 1.55555555555556
"99" 0.593178353658537 1.24074074074074 2.55555555555556
"100" 0.664935604486913 0.907407407407407 1.55555555555556
"101" 0.578937523381968 1.35714285714286 2.33333333333333
"102" 0.620670995670996 0.698412698412698 1
"103" 0.613755020080321 0.351851851851852 0.888888888888889
"104" 0.606111111111111 0.298941798941799 0.444444444444444
"105" 0.671231546231546 1.13756613756614 0.888888888888889
"106" 0.575196408529742 1.46031746031746 2.33333333333333
"107" 0.641196646341463 1.47089947089947 2.88888888888889
"108" 0.609614665170221 1.26190476190476 2
"109" 0.650342987804878 2.27248677248677 2.88888888888889
"110" 0.581984225819842 0.891534391534392 1.22222222222222
"111" 0.648464827050136 1.45238095238095 2.66666666666667
"112" 0.673056057866184 0.455026455026455 0.555555555555556
"113" 0.653294862248697 0.936507936507937 1.66666666666667
"114" 0.594837261503928 1.83333333333333 3
"115" 0.596177062374246 0.772486772486773 1.22222222222222
"116" 0.583206494165398 1.01322751322751 1.77777777777778
"117" 0.537794117647059 0.492063492063492 1
"118" 0.641577743902439 0.925925925925926 2.44444444444444
"119" 0.701801801801802 1.5952380952381 3
"120" 0.540017028522776 0.224867724867725 0.222222222222222
"121" 0.586732301922175 1.00529100529101 1.44444444444444
"122" 0.615596064814815 0.44973544973545 0.777777777777778
"123" 0.663243006993007 1.05820105820106 2.22222222222222
"124" 0.622147399925178 0.743386243386243 0.111111111111111
"125" 0.675271230826786 0.335978835978836 0.555555555555556
"126" 0.542179487179487 0.783068783068783 1.11111111111111
"127" 0.648821548821549 0.968253968253968 1
"128" 0.640365111561866 1.1005291005291 1.77777777777778
"129" 0.536574074074074 1.82275132275132 2.44444444444444
"130" 0.52234993614304 1.23544973544974 1.77777777777778
"131" 0.634821428571429 0.380952380952381 0
"132" 0.592 1.16137566137566 1.55555555555556
"133" 0.59603825136612 1.45238095238095 2.33333333333333
"134" 0.555405405405405 1.32539682539683 2.33333333333333
"135" 0.583333333333333 0.64021164021164 1.44444444444444
"136" 0.647484756097561 0.58994708994709 0.888888888888889
"137" 0.537946428571428 0.976190476190476 0.666666666666667
"138" 0.575826121164437 0.584656084656085 0.777777777777778
"139" 0.696074621064905 1.12433862433862 0.777777777777778
"140" 0.628426535087719 1.21957671957672 1.11111111111111
"141" 0.529501748251748 0.947089947089947 1.55555555555556
"142" 0.6515625 0.595238095238095 1
"143" 0.557985852568876 0.523809523809524 0
"144" 0.563172043010753 0.838624338624339 1.77777777777778
"145" 0.59860248447205 0.584656084656085 1.44444444444444
"146" 0.574495967741935 0.933862433862434 1.44444444444444
"147" 0.562403549382716 0.76984126984127 1
"148" 0.629032258064516 0.484126984126984 0.666666666666667
"149" 0.560515873015873 0.0925925925925926 0.111111111111111
"150" 0.580661525974026 0.0555555555555556 0
"151" 0.688487188487188 1.56084656084656 2.11111111111111
"152" 0.712480709876543 1.20899470899471 2.55555555555556
"153" 0.639984070091597 1.10846560846561 2.44444444444444
"154" 0.621586232697344 0.989417989417989 1.77777777777778
"155" 0.679819277108434 0.873015873015873 1.66666666666667
"156" 0.676004016064257 1.24867724867725 1.22222222222222
"157" 0.698591820987654 0.484126984126984 0.666666666666667
"158" 0.567303863002788 1.15873015873016 1
"159" 0.517708333333333 0.436507936507937 1
"160" 0.595880681818182 0.78042328042328 1.22222222222222
"161" 0.605639730639731 0.373015873015873 0
"162" 0.704159212880143 1.11904761904762 1.66666666666667
"163" 0.536439665471924 0.431216931216931 0.555555555555556
"164" 0.68563122923588 1.52645502645503 1.88888888888889
"165" 0.611901535682023 1.3968253968254 1.66666666666667
"166" 0.626718869365928 1.19312169312169 2.55555555555556
"167" 0.631238095238095 1.6005291005291 1.77777777777778
"168" 0.621370967741935 0.325396825396825 0.666666666666667
"169" 0.519887955182073 1.0026455026455 1.55555555555556
"170" 0.626666666666667 0.314814814814815 0.777777777777778
"171" 0.627439267224214 0.970899470899471 1.55555555555556
"172" 0.606085192697769 1.51587301587302 1.66666666666667
"173" 0.527363184079602 0.986772486772487 2.22222222222222
"174" 0.552358012170385 0.835978835978836 1.55555555555556
"175" 0.593178353658537 1.24074074074074 2.55555555555556
"176" 0.664935604486913 0.907407407407407 1.55555555555556
"177" 0.578937523381968 1.35714285714286 2.33333333333333
"178" 0.620670995670996 0.698412698412698 1
"179" 0.613755020080321 0.351851851851852 0.888888888888889
"180" 0.606111111111111 0.298941798941799 0.444444444444444
"181" 0.671231546231546 1.13756613756614 0.888888888888889
"182" 0.575196408529742 1.46031746031746 2.33333333333333
"183" 0.641196646341463 1.47089947089947 2.88888888888889
"184" 0.609614665170221 1.26190476190476 2
"185" 0.650342987804878 2.27248677248677 2.88888888888889
"186" 0.581984225819842 0.891534391534392 1.22222222222222
"187" 0.648464827050136 1.45238095238095 2.66666666666667
"188" 0.673056057866184 0.455026455026455 0.555555555555556
"189" 0.653294862248697 0.936507936507937 1.66666666666667
"190" 0.594837261503928 1.83333333333333 3
"191" 0.596177062374246 0.772486772486773 1.22222222222222
"192" 0.583206494165398 1.01322751322751 1.77777777777778
"193" 0.537794117647059 0.492063492063492 1
"194" 0.641577743902439 0.925925925925926 2.44444444444444
"195" 0.701801801801802 1.5952380952381 3
"196" 0.540017028522776 0.224867724867725 0.222222222222222
"197" 0.586732301922175 1.00529100529101 1.44444444444444
"198" 0.615596064814815 0.44973544973545 0.777777777777778
"199" 0.663243006993007 1.05820105820106 2.22222222222222
"200" 0.622147399925178 0.743386243386243 0.111111111111111
"201" 0.675271230826786 0.335978835978836 0.555555555555556
"202" 0.542179487179487 0.783068783068783 1.11111111111111
"203" 0.648821548821549 0.968253968253968 1
"204" 0.640365111561866 1.1005291005291 1.77777777777778
"205" 0.536574074074074 1.82275132275132 2.44444444444444
"206" 0.52234993614304 1.23544973544974 1.77777777777778
"207" 0.634821428571429 0.380952380952381 0
"208" 0.592 1.16137566137566 1.55555555555556
"209" 0.59603825136612 1.45238095238095 2.33333333333333
"210" 0.555405405405405 1.32539682539683 2.33333333333333
"211" 0.583333333333333 0.64021164021164 1.44444444444444
"212" 0.647484756097561 0.58994708994709 0.888888888888889
"213" 0.537946428571428 0.976190476190476 0.666666666666667
"214" 0.575826121164437 0.584656084656085 0.777777777777778
"215" 0.696074621064905 1.12433862433862 0.777777777777778
"216" 0.628426535087719 1.21957671957672 1.11111111111111
"217" 0.529501748251748 0.947089947089947 1.55555555555556
"218" 0.6515625 0.595238095238095 1
"219" 0.557985852568876 0.523809523809524 0
"220" 0.563172043010753 0.838624338624339 1.77777777777778
"221" 0.59860248447205 0.584656084656085 1.44444444444444
"222" 0.574495967741935 0.933862433862434 1.44444444444444
"223" 0.562403549382716 0.76984126984127 1
"224" 0.629032258064516 0.484126984126984 0.666666666666667
"225" 0.560515873015873 0.0925925925925926 0.111111111111111
"226" 0.580661525974026 0.0555555555555556 0
"227" 0.688487188487188 1.56084656084656 2.11111111111111
"228" 0.712480709876543 1.20899470899471 2.55555555555556
"229" 0.639984070091597 1.10846560846561 2.44444444444444
"230" 0.621586232697344 0.989417989417989 1.77777777777778
"231" 0.679819277108434 0.873015873015873 1.66666666666667
"232" 0.676004016064257 1.24867724867725 1.22222222222222
"233" 0.698591820987654 0.484126984126984 0.666666666666667
"234" 0.567303863002788 1.15873015873016 1
"235" 0.517708333333333 0.436507936507937 1
"236" 0.595880681818182 0.78042328042328 1.22222222222222
"237" 0.605639730639731 0.373015873015873 0
"238" 0.704159212880143 1.11904761904762 1.66666666666667
"239" 0.536439665471924 0.431216931216931 0.555555555555556
"240" 0.68563122923588 1.52645502645503 1.88888888888889
"241" 0.611901535682023 1.3968253968254 1.66666666666667
